Angular Second Moment;Contrast;Correlation;Sum of Squares: Variance;Inverse Difference Moment;Sum Average;Sum Variance;Sum Entropy;Entropy;Difference Variance;Difference Entropy;Information Measure of Correlation 1;Information Measure of Correlation 2;Maximal Correlation Coefficient;Label
0.011910611477561905;64.48801511137538;0.992531237299022;4318.215721829765;0.34443901187899173;204.7638490154027;17208.374872207678;8.23538840876702;11.264146822094283;0.0004662615961098053;3.6455680305506;-0.4622316745374791;0.9993631464362109;4.50219791584032;0.0
0.01040262277617542;97.85814386293731;0.9882702310835074;4175.235675652692;0.3570957728519789;228.31805952037672;16603.084558747836;8.199507794057155;11.126599324426095;0.00048295720646132515;3.6092116245678145;-0.4731152656530438;0.999442848957303;4.502052823988615;0.0
0.006448998903024987;51.01008181949245;0.9952463988731957;5366.957655786916;0.33811565101089747;249.61487423707226;21416.82054132817;8.550109805280933;11.557397917742755;0.0004637642748296023;3.617249187588047;-0.48290946187775396;0.999646594301728;4.636262183869773;0.0
0.003705985354171515;74.14166411356202;0.9917106020112636;4475.007543124664;0.316543657978487;206.67907703767779;17825.88850838509;8.598872448450992;11.823031732135494;0.00041518446787839193;3.7894305718805725;-0.4549757152603135;0.9994591799293319;4.575516043649202;0.0
0.011004784116402868;148.6880151564302;0.9862443382025665;5409.731224233816;0.4734573756285835;251.46414455978467;21490.23688177882;8.045095788760285;10.40790150977537;0.0007138761334491463;3.229128157210302;-0.5420062616704947;0.9997501143260862;4.220321591786038;0.0
0.003762401448355224;55.967786683607216;0.9947383896539567;5320.727294188377;0.3354286052520855;265.66576171124086;21226.941390069893;8.654679254406338;11.642067601140136;0.00047489077774533987;3.5677588568807987;-0.48876257370783904;0.9997040059360807;4.4960426662105295;0.0
0.0013646043052465663;61.48064812812375;0.9924238828681089;4059.56505720952;0.3207349282798622;271.9532750925125;16176.779580709943;8.668927668494419;11.75501330112867;0.0004911791154622282;3.6051586677596497;-0.4725682237406195;0.9996089874188646;4.569254906968459;0.0
0.07947065333894018;168.25859472618697;0.9844127454983946;5397.814897053396;0.4905538960148316;158.17033618379946;21423.000993487396;7.03150005650091;9.524686334148678;0.0007343678817631797;3.4557892176592317;-0.4880843905120703;0.998817943399048;4.614486129956911;0.0
0.0024572925280176494;58.939711048635075;0.9935736309247862;4588.332927777243;0.2930360088214694;234.38432976499422;18294.392000060325;8.671496359341745;11.95396149687372;0.00040207560412233376;3.7877194750176866;-0.4498961661475883;0.9994542987545383;4.658230749103502;0.0
0.0008704682912357738;47.45792913182425;0.9944717490728551;4294.867605028531;0.33195991739295755;315.66207465277773;17132.012490982273;8.553910204750483;11.558125351363307;0.0005013337096549306;3.5177189208786395;-0.4727773915204402;0.9995575846777949;4.524368016218421;0.0
0.0033905227145171017;44.98872937992593;0.9947785025075894;4310.279206746161;0.2945799882968174;219.77480892264992;17196.128097604706;8.635533979787422;11.847381420065492;0.0004185741179626465;3.669207069647662;-0.45854830511878175;0.999520751958694;4.529418513547705;0.0
0.004807468172526979;77.81397172962318;0.9919644511106851;4843.5184646436455;0.3580066836879713;181.69561812163587;19296.259886844957;8.48365373535093;11.475342979191456;0.0004804007937570595;3.628451606536789;-0.4790011460445778;0.99958491109855;4.388021292988899;0.0
0.006527203246580895;65.098147797722;0.9899628397374112;3245.799012984361;0.3276063414307974;213.6581085700211;12918.09790413973;8.099086040457298;11.055393900276801;0.00047522658715096373;3.4622393385702197;-0.45716358876305807;0.9992266825585585;4.299331303310715;0.0
0.0008153017228845208;43.458523119112826;0.9915455817736832;2573.049379236064;0.3370334167373195;335.92114407619664;10248.738993825136;8.387351801602236;11.368444131627836;0.0005197329672558471;3.459568355564459;-0.4633588088349131;0.9994033162476595;4.2572384316712455;0.0
